#t U_0 U_1 U_2 U_3 U_4 U_5 U_6 U_7 U_8 U_9 U_10 U_11 U_12 U_13 U_14 U_15 U_16 U_17 U_18 U_19 U_20 U_21 U_22 U_23 U_24 U_25 U_26 U_27 U_28 U_29 U_30 U_31 U_32 U_33 U_34 U_35 U_36 U_37 U_38 U_39 U_40 U_41 U_42 U_43 U_44 U_45 U_46 U_47 U_48 U_49 U_50 U_51 U_52 U_53 U_54 U_55 U_56 U_57 U_58 U_59 U_60 U_61 U_62 U_63 U_64 U_65 U_66 U_67 U_68 U_69 U_70 U_71 U_72 U_73 U_74 U_75 U_76 U_77 U_78 U_79 U_80 U_81 U_82 U_83 U_84 U_85 U_86 U_87 U_88 U_89 U_90 U_91 U_92 U_93 U_94 U_95 U_96 U_97 U_98 U_99 U_100 U_101 U_102 U_103 U_104 U_105 U_106 U_107 U_108 U_109 U_110 U_111 U_112 U_113 U_114 U_115 U_116 U_117 U_118 U_119 U_120 U_121 U_122 U_123 U_124 U_125 U_126 U_127
80 0.381784 0.384601 0.390673 0.396813 0.397774 0.395429 0.396027 0.398023 0.397313 0.397437 0.398214 0.397661 0.397301 0.398623 0.398819 0.398807 0.397665 0.398423 0.398299 0.398104 0.398643 0.398725 0.400151 0.400366 0.400136 0.400605 0.401637 0.40089 0.400438 0.400608 0.400664 0.401691 0.402849 0.400704 0.401754 0.401803 0.401938 0.40137 0.40213 0.401604 0.401853 0.402572 0.402439 0.402717 0.403043 0.402093 0.401405 0.402945 0.402806 0.401712 0.402422 0.402755 0.403345 0.402336 0.402332 0.402204 0.403002 0.402758 0.403021 0.403583 0.402726 0.402615 0.403254 0.403056 0.402462 0.403402 0.40191 0.403161 0.403224 0.403238 0.402652 0.403221 0.402967 0.402298 0.403418 0.403448 0.402842 0.402892 0.403147 0.402824 0.402964 0.402972 0.402432 0.401967 0.401822 0.402214 0.401609 0.402004 0.403287 0.402936 0.402045 0.402485 0.402363 0.401857 0.400943 0.401966 0.401586 0.400207 0.400986 0.400099 0.400155 0.401269 0.400627 0.400037 0.399458 0.399495 0.39963 0.39871 0.398866 0.398874 0.398219 0.398577 0.399347 0.398148 0.398087 0.397474 0.397623 0.39752 0.397475 0.397134 0.397143 0.396036 0.395245 0.397018 0.397187 0.390783 0.384176 0.381354
84 0.39166 0.390538 0.388634 0.390476 0.393368 0.395009 0.395813 0.398102 0.397137 0.397311 0.39837 0.398463 0.398203 0.397699 0.398514 0.398267 0.39879 0.398833 0.39975 0.39904 0.39955 0.398637 0.399239 0.400484 0.400042 0.400878 0.400927 0.400891 0.401422 0.400715 0.401905 0.400896 0.401573 0.400971 0.401614 0.401579 0.401842 0.401284 0.401618 0.402024 0.402827 0.401622 0.401519 0.402024 0.402738 0.402686 0.402279 0.402453 0.401491 0.40185 0.401708 0.402869 0.401696 0.402284 0.402269 0.402751 0.402149 0.402838 0.402837 0.402624 0.402362 0.402338 0.402543 0.40302 0.402685 0.402197 0.402815 0.402809 0.40231 0.403455 0.402907 0.402842 0.403077 0.403179 0.40195 0.402807 0.401963 0.40323 0.402638 0.40203 0.402654 0.402811 0.402032 0.401789 0.402112 0.40239 0.402849 0.402682 0.401686 0.402176 0.402192 0.402371 0.401743 0.401838 0.400922 0.401199 0.40121 0.401252 0.400748 0.400519 0.39977 0.400588 0.400142 0.400347 0.400207 0.399738 0.40022 0.399675 0.398827 0.399371 0.398238 0.398737 0.399043 0.398677 0.398271 0.398227 0.39858 0.398099 0.396875 0.396587 0.397398 0.396863 0.394735 0.392432 0.389969 0.388561 0.390317 0.3926
88 0.395429 0.399444 0.39849 0.392723 0.390966 0.389773 0.390866 0.393407 0.395697 0.397029 0.396799 0.397821 0.398178 0.398445 0.398295 0.399111 0.399198 0.399518 0.398503 0.400882 0.399694 0.399985 0.400005 0.399809 0.400066 0.400727 0.400595 0.400664 0.400465 0.401235 0.401428 0.401124 0.401405 0.401476 0.400995 0.40171 0.401721 0.402284 0.401458 0.40101 0.400797 0.401923 0.402596 0.402344 0.402438 0.401774 0.401654 0.402079 0.401125 0.402168 0.402042 0.401987 0.401633 0.401961 0.402202 0.401932 0.402669 0.402487 0.401042 0.402465 0.403563 0.402312 0.401507 0.402229 0.402573 0.402215 0.402985 0.402098 0.403175 0.401667 0.402676 0.403197 0.403216 0.403067 0.402313 0.401887 0.40212 0.401953 0.402409 0.401476 0.401967 0.402076 0.402873 0.402685 0.402007 0.402659 0.402928 0.401637 0.401737 0.402189 0.402146 0.400651 0.401761 0.40182 0.400646 0.401945 0.400518 0.400114 0.401404 0.400743 0.401115 0.399978 0.399722 0.400308 0.400425 0.399186 0.400606 0.400405 0.399658 0.398819 0.399816 0.398975 0.398625 0.39809 0.398817 0.399138 0.397901 0.397286 0.396966 0.396031 0.392553 0.391218 0.389139 0.390336 0.393326 0.398338 0.398475 0.394874
92 0.397296 0.398375 0.396357 0.396572 0.399199 0.398279 0.394971 0.392052 0.391001 0.390707 0.393024 0.395206 0.396345 0.398092 0.398954 0.399035 0.399265 0.399637 0.400386 0.39977 0.399567 0.40063 0.401118 0.399749 0.400888 0.400066 0.400884 0.400195 0.400102 0.400855 0.40061 0.401015 0.40136 0.401679 0.401846 0.401318 0.401502 0.401435 0.401345 0.401322 0.401435 0.401464 0.401972 0.401326 0.40242 0.40127 0.401556 0.40165 0.402046 0.401231 0.401951 0.401687 0.401837 0.402177 0.402353 0.401418 0.401701 0.401898 0.402185 0.402243 0.40147 0.401305 0.402054 0.403042 0.402413 0.402073 0.402451 0.402118 0.401331 0.402558 0.402893 0.402692 0.402737 0.401575 0.402514 0.402581 0.402177 0.401303 0.401338 0.402831 0.401786 0.401969 0.40218 0.402849 0.402351 0.402187 0.402437 0.401573 0.400991 0.401811 0.401209 0.402041 0.401547 0.401071 0.400521 0.400639 0.400946 0.401511 0.400808 0.400576 0.400516 0.399991 0.400456 0.401032 0.399823 0.399719 0.400488 0.399522 0.399798 0.39963 0.399637 0.399105 0.399444 0.399126 0.398045 0.397214 0.395489 0.392852 0.391312 0.391003 0.392234 0.395364 0.398783 0.398659 0.395291 0.396014 0.399551 0.398631
96 0.397785 0.399957 0.397003 0.397852 0.397653 0.398151 0.397624 0.398512 0.397799 0.397444 0.392894 0.390869 0.391349 0.393701 0.395694 0.397745 0.39893 0.39952 0.400219 0.400033 0.40012 0.400549 0.400439 0.400525 0.400178 0.400494 0.400168 0.401168 0.401012 0.400306 0.400829 0.400922 0.401259 0.400059 0.400115 0.402327 0.401372 0.401771 0.401114 0.401731 0.401582 0.401659 0.400968 0.401205 0.400529 0.401429 0.402191 0.402083 0.401231 0.401719 0.402075 0.401679 0.400932 0.401011 0.401745 0.402633 0.402312 0.401273 0.401662 0.401581 0.401679 0.400972 0.401743 0.402583 0.401789 0.402145 0.402138 0.401782 0.402034 0.401942 0.40216 0.401743 0.402047 0.402721 0.401709 0.402173 0.401986 0.402125 0.401853 0.401952 0.40187 0.402502 0.40236 0.401667 0.40192 0.401538 0.401597 0.402022 0.402161 0.400847 0.401336 0.400561 0.400615 0.401408 0.400865 0.401172 0.400953 0.401517 0.40066 0.40042 0.400484 0.400755 0.399197 0.401422 0.40009 0.399822 0.399988 0.399928 0.399582 0.399187 0.399657 0.398817 0.398854 0.395936 0.393428 0.391848 0.391537 0.393488 0.397696 0.398135 0.397637 0.398117 0.397578 0.398372 0.398471 0.398395 0.398893 0.39775
100 0.399125 0.398495 0.398239 0.398015 0.397875 0.398892 0.398368 0.398485 0.398649 0.397247 0.398464 0.39903 0.397605 0.39543 0.393051 0.392232 0.394913 0.396001 0.39753 0.399221 0.400115 0.400112 0.399739 0.400312 0.400742 0.400602 0.400555 0.400571 0.4019 0.400774 0.400304 0.400688 0.400412 0.401191 0.400963 0.399888 0.400393 0.401277 0.401568 0.401114 0.401488 0.401465 0.400948 0.401826 0.401789 0.40063 0.401199 0.401555 0.401695 0.401398 0.401298 0.401744 0.401644 0.401411 0.400778 0.400827 0.401999 0.402472 0.401874 0.401692 0.401485 0.401112 0.401513 0.401345 0.40199 0.401646 0.401586 0.400819 0.401477 0.40219 0.402222 0.402179 0.401219 0.402136 0.401614 0.401932 0.40219 0.402249 0.402069 0.402063 0.402186 0.401084 0.401865 0.401995 0.401221 0.402201 0.401208 0.401933 0.400934 0.401546 0.400743 0.400516 0.400671 0.40038 0.401496 0.400715 0.401248 0.401119 0.400963 0.400898 0.400504 0.40063 0.399882 0.399768 0.40031 0.399037 0.399569 0.400157 0.399084 0.3992 0.39584 0.393914 0.392823 0.392167 0.39491 0.398155 0.401147 0.398335 0.397416 0.399198 0.398732 0.398447 0.398693 0.397759 0.398556 0.39863 0.399357 0.399031
104 0.399521 0.399295 0.399176 0.39909 0.398345 0.399229 0.397873 0.398933 0.398896 0.397851 0.399802 0.398885 0.399241 0.399005 0.400341 0.399994 0.396304 0.393633 0.392675 0.393891 0.396217 0.397533 0.399316 0.399416 0.400848 0.400371 0.400797 0.400753 0.400621 0.400652 0.400882 0.400488 0.400573 0.400691 0.401034 0.400337 0.400432 0.400418 0.40045 0.400539 0.400629 0.401803 0.401563 0.400845 0.403052 0.401517 0.401186 0.401787 0.400603 0.400231 0.400996 0.401334 0.401738 0.401057 0.401802 0.401694 0.401105 0.401443 0.400533 0.40178 0.402443 0.401162 0.401534 0.401543 0.4012 0.400766 0.401469 0.401108 0.401105 0.40135 0.401281 0.402404 0.401438 0.401276 0.40185 0.402597 0.402707 0.401439 0.401401 0.401469 0.401603 0.401718 0.402211 0.400977 0.401493 0.401328 0.40137 0.401435 0.401207 0.401277 0.400644 0.40062 0.401038 0.400309 0.400861 0.400865 0.400762 0.400663 0.400831 0.401041 0.400475 0.400411 0.400214 0.399327 0.399213 0.398573 0.397948 0.396852 0.393914 0.392912 0.394242 0.395713 0.400392 0.400819 0.398032 0.398978 0.398735 0.400047 0.399683 0.399559 0.399312 0.398058 0.398921 0.399387 0.399034 0.398262 0.398231 0.398935
108 0.398904 0.399828 0.398822 0.399121 0.399358 0.399653 0.398778 0.399717 0.398874 0.399108 0.399422 0.399269 0.399757 0.400483 0.400409 0.39932 0.400098 0.39951 0.399693 0.397602 0.394453 0.393004 0.39372 0.395886 0.398044 0.399732 0.399574 0.399524 0.400672 0.400758 0.400787 0.400082 0.400403 0.400085 0.40058 0.400681 0.401303 0.400256 0.40075 0.399943 0.400362 0.401328 0.401594 0.401101 0.401262 0.402235 0.401578 0.40102 0.4003 0.401489 0.401171 0.400658 0.400474 0.401766 0.401708 0.400752 0.401497 0.400843 0.401719 0.401293 0.40091 0.400979 0.401079 0.401961 0.401951 0.400443 0.401619 0.400327 0.400977 0.4016 0.401054 0.401163 0.401174 0.40154 0.402142 0.402236 0.401636 0.40114 0.402019 0.401692 0.400768 0.401151 0.401934 0.400927 0.401184 0.401594 0.40067 0.400861 0.401712 0.401228 0.401192 0.400624 0.401275 0.400125 0.400512 0.399973 0.401173 0.400764 0.40016 0.399802 0.400206 0.399562 0.399018 0.398135 0.395848 0.393795 0.393504 0.394487 0.396463 0.401164 0.400029 0.399179 0.399304 0.400139 0.400668 0.400054 0.400081 0.39906 0.399879 0.399141 0.400001 0.399151 0.399583 0.398641 0.399128 0.399181 0.398891 0.39934
112 0.399238 0.398839 0.399539 0.399096 0.39987 0.399921 0.399581 0.399608 0.399758 0.400342 0.399326 0.400086 0.399747 0.400929 0.399907 0.399964 0.400366 0.401152 0.39964 0.398746 0.40029 0.399742 0.397685 0.394999 0.393997 0.394601 0.395482 0.397491 0.398227 0.399251 0.39953 0.400134 0.400677 0.400338 0.40021 0.400828 0.400364 0.401225 0.400626 0.400383 0.401175 0.40134 0.400467 0.400684 0.401768 0.399802 0.400807 0.40159 0.40136 0.400511 0.401888 0.401074 0.400193 0.401469 0.401325 0.400677 0.400895 0.401617 0.400963 0.401087 0.40078 0.401214 0.401038 0.401695 0.400144 0.401062 0.401271 0.401431 0.401063 0.400728 0.40126 0.401025 0.401537 0.401466 0.40154 0.400827 0.40118 0.400932 0.401195 0.401993 0.40102 0.401399 0.40136 0.400825 0.401334 0.400967 0.400129 0.401925 0.401006 0.400509 0.401833 0.40151 0.399769 0.399985 0.400245 0.401011 0.399819 0.399615 0.400059 0.398587 0.397359 0.39582 0.393844 0.393616 0.394698 0.398349 0.401386 0.400851 0.399439 0.398857 0.400419 0.400131 0.400222 0.400162 0.400128 0.400246 0.400532 0.400462 0.400288 0.399501 0.399244 0.399483 0.399976 0.399487 0.398908 0.399106 0.399722 0.40007
116 0.399484 0.400625 0.400119 0.399929 0.399542 0.399421 0.400054 0.400229 0.400324 0.399829 0.400324 0.400863 0.400525 0.400493 0.400844 0.400559 0.400089 0.399871 0.400259 0.400442 0.400021 0.399067 0.399367 0.400308 0.400434 0.398496 0.395469 0.393447 0.393769 0.394672 0.397137 0.398687 0.400005 0.398923 0.4 0.400463 0.400575 0.40079 0.401761 0.40082 0.400635 0.40001 0.400689 0.400916 0.401202 0.400822 0.400612 0.39996 0.400937 0.400849 0.400422 0.40156 0.401224 0.401438 0.400753 0.400957 0.401235 0.401016 0.400361 0.401752 0.400784 0.400753 0.400549 0.400129 0.401684 0.400915 0.400626 0.401072 0.400913 0.401282 0.401313 0.401131 0.401124 0.401433 0.400831 0.400899 0.400571 0.400479 0.400316 0.401264 0.401522 0.401434 0.40164 0.400858 0.400774 0.401175 0.400741 0.400753 0.401108 0.401115 0.400001 0.400503 0.400014 0.400666 0.400133 0.39904 0.39881 0.397057 0.395225 0.393742 0.39446 0.395569 0.398478 0.401094 0.400687 0.399103 0.399981 0.40106 0.40072 0.399739 0.400275 0.400932 0.399554 0.400408 0.400161 0.401062 0.399878 0.400303 0.400361 0.400718 0.400042 0.400308 0.399509 0.399511 0.400036 0.398799 0.39924 0.399268
120 0.399775 0.399785 0.400461 0.400216 0.400402 0.399949 0.399677 0.400182 0.401294 0.401261 0.400427 0.40018 0.400892 0.400768 0.400194 0.401119 0.400794 0.399788 0.400105 0.40032 0.400208 0.400275 0.399649 0.4002 0.398897 0.399954 0.398868 0.399784 0.399284 0.396096 0.394696 0.39387 0.395127 0.397234 0.398863 0.398441 0.399986 0.399929 0.400787 0.400101 0.400015 0.401527 0.401199 0.400547 0.400556 0.400964 0.400127 0.400655 0.400747 0.400276 0.400778 0.400365 0.400685 0.400982 0.401265 0.401216 0.402028 0.400344 0.400176 0.401299 0.400494 0.400841 0.401298 0.400671 0.399817 0.400389 0.401369 0.40019 0.401502 0.401485 0.400716 0.400131 0.401072 0.401648 0.400742 0.400656 0.400584 0.400563 0.400568 0.401214 0.400627 0.400968 0.400625 0.400636 0.401094 0.401443 0.400863 0.400838 0.399962 0.399825 0.400425 0.399595 0.39938 0.398614 0.396918 0.395696 0.393508 0.394579 0.396126 0.399372 0.400985 0.400171 0.399117 0.40003 0.401663 0.400775 0.400241 0.400346 0.400779 0.399688 0.400768 0.399939 0.400466 0.400596 0.400209 0.400889 0.400886 0.399955 0.400637 0.40117 0.399532 0.400169 0.400274 0.400435 0.399039 0.400152 0.400005 0.399466
124 0.399988 0.400323 0.399676 0.399151 0.400189 0.401265 0.402421 0.400435 0.400954 0.400432 0.400819 0.401043 0.400313 0.400446 0.400734 0.400186 0.401128 0.400589 0.400489 0.399664 0.400563 0.400214 0.400052 0.399595 0.399346 0.399267 0.400505 0.39947 0.400112 0.399192 0.400879 0.400023 0.396523 0.395167 0.394476 0.395205 0.397148 0.396753 0.398168 0.399636 0.400613 0.40041 0.400636 0.400044 0.400073 0.401648 0.400292 0.401111 0.400665 0.399977 0.400425 0.400498 0.400976 0.400582 0.400986 0.400262 0.400764 0.400999 0.400866 0.401243 0.400317 0.400771 0.401134 0.400241 0.400765 0.400481 0.400373 0.400622 0.401023 0.400455 0.400747 0.400241 0.400863 0.400366 0.401701 0.400625 0.400583 0.400377 0.400921 0.401109 0.400451 0.399891 0.400792 0.400959 0.399697 0.400231 0.400813 0.399635 0.399999 0.39922 0.398212 0.396802 0.394907 0.39435 0.395207 0.397412 0.399518 0.400597 0.39958 0.399003 0.400143 0.40099 0.401526 0.400643 0.40053 0.400592 0.399771 0.400414 0.401037 0.400519 0.400897 0.400228 0.400156 0.400561 0.400699 0.400697 0.400811 0.400569 0.400572 0.400453 0.399983 0.399512 0.400316 0.400576 0.400789 0.401022 0.399874 0.40054
128 0.400168 0.400134 0.400331 0.401047 0.401456 0.400587 0.401451 0.40107 0.400903 0.40018 0.400857 0.401405 0.400546 0.40116 0.400257 0.40019 0.399968 0.400567 0.400575 0.40062 0.400118 0.399435 0.401147 0.400073 0.399139 0.399858 0.400339 0.400886 0.400233 0.400506 0.399851 0.398835 0.399669 0.400699 0.399979 0.398021 0.395318 0.393993 0.395051 0.396087 0.396665 0.398121 0.399354 0.39964 0.401496 0.399857 0.400696 0.400669 0.40065 0.400487 0.401041 0.400836 0.400162 0.399987 0.400635 0.400344 0.400529 0.400482 0.400308 0.400776 0.400682 0.401101 0.400918 0.400052 0.400813 0.400913 0.400887 0.400458 0.399836 0.400661 0.400952 0.399896 0.40024 0.400779 0.400168 0.400934 0.400804 0.400773 0.400447 0.400264 0.400782 0.399975 0.400349 0.399546 0.399472 0.399724 0.398833 0.397038 0.39659 0.39473 0.394983 0.396494 0.397912 0.39915 0.401574 0.399959 0.399366 0.399082 0.400612 0.400643 0.400768 0.40098 0.400372 0.401072 0.400201 0.400013 0.400597 0.400975 0.400072 0.400795 0.40155 0.401357 0.400391 0.400642 0.400359 0.400475 0.400377 0.400648 0.399733 0.399572 0.400552 0.401086 0.4011 0.399863 0.400552 0.40124 0.401107 0.400729
132 0.402043 0.401316 0.401332 0.401506 0.400701 0.400565 0.40061 0.40134 0.401177 0.400743 0.401463 0.400787 0.400164 0.400291 0.400618 0.400297 0.400571 0.400391 0.399771 0.400649 0.39993 0.400986 0.400679 0.39941 0.40046 0.400811 0.401229 0.399767 0.400293 0.400076 0.399349 0.400287 0.400712 0.400834 0.398491 0.40018 0.400326 0.399603 0.397132 0.396269 0.394127 0.394862 0.395222 0.397107 0.398551 0.399444 0.399884 0.399873 0.401371 0.400422 0.400871 0.400423 0.400225 0.400372 0.399821 0.400474 0.400194 0.399867 0.400462 0.400741 0.401017 0.399756 0.400358 0.400428 0.40086 0.401229 0.400619 0.401079 0.400504 0.400523 0.400446 0.399934 0.399774 0.400039 0.400455 0.400357 0.400033 0.40045 0.400873 0.399658 0.400265 0.398963 0.39874 0.398953 0.397312 0.395542 0.394755 0.394847 0.396026 0.398498 0.401002 0.400333 0.399436 0.399297 0.400301 0.40092 0.400331 0.401258 0.400639 0.399997 0.399965 0.400612 0.399953 0.401103 0.400487 0.400299 0.40113 0.40088 0.400967 0.400539 0.401521 0.400926 0.400307 0.400883 0.401235 0.399649 0.400403 0.400566 0.400192 0.400515 0.399838 0.400335 0.400989 0.40042 0.401412 0.400744 0.400644 0.401227
136 0.401947 0.401113 0.401148 0.400992 0.40162 0.400707 0.401311 0.401594 0.401352 0.400676 0.40046 0.400679 0.40071 0.4002 0.399968 0.399766 0.400358 0.401278 0.400089 0.40102 0.400405 0.401025 0.400425 0.399723 0.400902 0.401138 0.400416 0.399535 0.400344 0.400274 0.400591 0.401069 0.399919 0.400281 0.399098 0.400262 0.399812 0.399439 0.39942 0.400101 0.39958 0.398085 0.396799 0.394407 0.395018 0.396195 0.396545 0.398154 0.399506 0.399805 0.399993 0.399734 0.400497 0.400614 0.399517 0.400649 0.40031 0.399938 0.399685 0.400098 0.400648 0.399807 0.400339 0.400534 0.400516 0.400943 0.401441 0.400871 0.400495 0.400527 0.400661 0.39946 0.400212 0.400197 0.399604 0.3999 0.399742 0.399455 0.399037 0.398695 0.398121 0.397082 0.395222 0.395359 0.394139 0.396508 0.399353 0.400944 0.400604 0.400416 0.39864 0.399535 0.400591 0.399838 0.400744 0.400341 0.401468 0.400202 0.400743 0.399814 0.400666 0.400517 0.400419 0.399678 0.401431 0.400774 0.40139 0.400529 0.400796 0.401214 0.400908 0.400526 0.400411 0.400378 0.401816 0.400173 0.400533 0.400821 0.400558 0.400717 0.400421 0.39978 0.400205 0.400911 0.40073 0.401262 0.402306 0.402104
140 0.400757 0.401939 0.401446 0.401465 0.402243 0.401591 0.401379 0.400102 0.401674 0.401142 0.400606 0.401202 0.400013 0.400042 0.399695 0.399677 0.400643 0.401527 0.400874 0.401333 0.400744 0.400428 0.399942 0.400534 0.400837 0.400341 0.40062 0.400471 0.40097 0.400609 0.399861 0.399655 0.400475 0.400103 0.399988 0.400634 0.399701 0.399613 0.399805 0.399743 0.399347 0.39947 0.400097 0.400636 0.398521 0.396854 0.395701 0.395028 0.395124 0.397019 0.397632 0.398067 0.399171 0.400111 0.400718 0.399205 0.39997 0.399737 0.400264 0.400345 0.399589 0.400283 0.399912 0.400335 0.400883 0.400416 0.401215 0.400852 0.400779 0.400332 0.399704 0.399891 0.399991 0.399643 0.399536 0.399441 0.398493 0.397714 0.39548 0.394757 0.394127 0.395097 0.396184 0.399628 0.401129 0.401171 0.399573 0.399387 0.400137 0.400211 0.400766 0.400533 0.400549 0.400331 0.399463 0.400058 0.399428 0.401166 0.400969 0.400892 0.39966 0.400822 0.40086 0.400908 0.400571 0.401238 0.400299 0.400695 0.400989 0.40055 0.400969 0.400325 0.401374 0.400412 0.400534 0.401472 0.401133 0.400254 0.400634 0.400523 0.400152 0.401046 0.401527 0.401403 0.401148 0.401819 0.401377 0.400828
144 0.401063 0.401824 0.401194 0.401365 0.401219 0.401974 0.402805 0.400843 0.400595 0.4005 0.400808 0.401511 0.400061 0.39998 0.400882 0.401015 0.401153 0.400235 0.400511 0.400755 0.400618 0.400304 0.40049 0.401434 0.40121 0.399973 0.400679 0.400514 0.400137 0.399905 0.40016 0.400568 0.400378 0.399557 0.4002 0.400699 0.399824 0.3995 0.400746 0.399776 0.399582 0.400178 0.400189 0.399844 0.398823 0.399999 0.400634 0.399319 0.397415 0.395331 0.394144 0.395928 0.396464 0.396472 0.398024 0.398708 0.399342 0.400004 0.400518 0.399963 0.399368 0.400711 0.399663 0.399982 0.40091 0.400065 0.400712 0.400327 0.400356 0.400136 0.399718 0.399135 0.398436 0.398874 0.39736 0.396564 0.395106 0.39474 0.395104 0.396463 0.399727 0.399352 0.400058 0.399554 0.399736 0.399891 0.400412 0.400701 0.400742 0.400879 0.400374 0.400027 0.400419 0.399702 0.40054 0.40007 0.399915 0.400036 0.400375 0.400505 0.400099 0.40188 0.400542 0.401221 0.400398 0.400273 0.400814 0.400744 0.400791 0.400529 0.400429 0.400981 0.401497 0.401041 0.400244 0.400818 0.4008 0.40082 0.400962 0.401105 0.401066 0.401194 0.401938 0.402115 0.401527 0.401447 0.400765 0.400376
148 0.401089 0.401164 0.400495 0.401563 0.401263 0.40144 0.40085 0.402094 0.401241 0.400708 0.40038 0.401276 0.401077 0.401152 0.402119 0.400352 0.400633 0.39997 0.400857 0.400616 0.400301 0.401481 0.400436 0.400573 0.400659 0.40116 0.400483 0.399584 0.399955 0.400017 0.40054 0.399958 0.40045 0.400606 0.400244 0.400043 0.399449 0.399797 0.400758 0.400561 0.40026 0.400013 0.400246 0.399885 0.399902 0.399916 0.399103 0.399368 0.400105 0.400224 0.399182 0.397701 0.39575 0.394297 0.39516 0.395428 0.396823 0.398088 0.399093 0.399223 0.399456 0.399845 0.399886 0.400651 0.400464 0.399328 0.399734 0.39942 0.3993 0.399971 0.398162 0.396709 0.39591 0.394441 0.394551 0.395446 0.398153 0.400166 0.401336 0.399791 0.399104 0.399322 0.39973 0.399646 0.399359 0.40078 0.400501 0.400493 0.399873 0.399966 0.400526 0.401394 0.399906 0.400639 0.399954 0.39993 0.400663 0.399861 0.400524 0.399838 0.400754 0.400056 0.400853 0.400526 0.400957 0.401322 0.400716 0.400466 0.39983 0.401237 0.40063 0.401148 0.40106 0.401219 0.400518 0.400962 0.400768 0.401257 0.401354 0.401527 0.401907 0.401513 0.400746 0.401169 0.401953 0.401051 0.401905 0.401707
152 0.402156 0.401397 0.401254 0.401264 0.400853 0.401235 0.400117 0.401247 0.401315 0.40115 0.401873 0.40179 0.401228 0.400934 0.400624 0.400685 0.401458 0.401678 0.400983 0.400195 0.400845 0.400624 0.400055 0.400036 0.400749 0.400726 0.400688 0.399906 0.400029 0.400217 0.400032 0.39998 0.400784 0.399838 0.400132 0.399989 0.400779 0.400495 0.400282 0.399532 0.40035 0.400497 0.400667 0.400136 0.400084 0.399987 0.399596 0.399081 0.399727 0.399881 0.398663 0.399978 0.400542 0.39978 0.398003 0.395659 0.394551 0.394707 0.394821 0.397165 0.397948 0.39901 0.398615 0.398989 0.398635 0.399307 0.399247 0.398463 0.395938 0.395912 0.395331 0.393966 0.395707 0.397495 0.399704 0.40065 0.400956 0.399259 0.399545 0.401317 0.400023 0.399895 0.400145 0.399583 0.399984 0.400264 0.400016 0.399348 0.400659 0.399986 0.400405 0.399943 0.400655 0.401062 0.40026 0.400777 0.400113 0.39972 0.400189 0.400086 0.399417 0.400537 0.401296 0.401512 0.400135 0.400257 0.399522 0.401768 0.400841 0.400595 0.400937 0.400638 0.401368 0.401568 0.401006 0.400771 0.40188 0.402045 0.401487 0.400882 0.400974 0.400823 0.401461 0.401214 0.401533 0.401744 0.401962 0.400692
156 0.401313 0.40121 0.401398 0.401001 0.401528 0.400828 0.401454 0.401611 0.401529 0.401396 0.400368 0.401022 0.401255 0.401269 0.401294 0.401424 0.401733 0.401413 0.400745 0.400578 0.400771 0.400739 0.40026 0.400617 0.399844 0.400466 0.399929 0.399964 0.400902 0.400649 0.399698 0.399687 0.399907 0.400106 0.400729 0.40051 0.400614 0.400392 0.400061 0.399855 0.400797 0.40022 0.400056 0.400544 0.400328 0.399081 0.399906 0.400187 0.399865 0.400527 0.399193 0.399801 0.398668 0.399869 0.399762 0.400439 0.399238 0.397857 0.39599 0.394303 0.394475 0.395252 0.39544 0.39597 0.395531 0.395451 0.395506 0.394228 0.395233 0.395834 0.397869 0.399708 0.400168 0.399677 0.39913 0.399983 0.400262 0.400581 0.400399 0.400697 0.400172 0.399703 0.399965 0.3997 0.399887 0.401117 0.400523 0.399741 0.400197 0.399599 0.400528 0.400094 0.399848 0.40048 0.400023 0.400534 0.401159 0.399997 0.399294 0.400937 0.399882 0.400776 0.400353 0.399946 0.401169 0.399989 0.400062 0.4006 0.400917 0.401573 0.401505 0.401128 0.400607 0.401469 0.401248 0.402578 0.401545 0.401451 0.400859 0.401519 0.401349 0.400345 0.401082 0.401126 0.401067 0.402321 0.40158 0.401366
